code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MWI35.71;DIRO;533535238;N12;35PR62D;0;35PR64D;600;1;EST_OUEST;Y;;1891;0;349773.3;6791548.5;348641.0;6791124.0;RE35
N0356021121;DIRN;;;;0;;;;;;;0;0;;;;;
MWI35.72;DIRO;533535238;N12;35PR62G;0;35PR64G;600;1;OUEST_EST;W;;1892;0;349757.0;6791498.0;348660.0;6791111.0;RE35
MB731.S4;DIRSO;733131555;A620;31PR2G;604;31PR3G;365;1;SUD_NORD;W;INTERIEUR;728;0;572555.0;6283074.0;572429.0;6282117.0;TO31
MM413.m2;DIRMED;931313005;A501;13PR1G;435;13PR1G;935;1;NORD_SUD;Y;;501;0;907570.0;6247154.0;907570.0;6247154.0;MA13
MYL42.J1;DIRCE;824242218;A72;42PR5D;400;42PR6D;350;1;EST_OUEST;W;;935;0;808838.7;6486167.0;807906.9;6485941.0;ST42
MM513.t2;DIRMED;931313055;A55;13PR9G;745;13PR10G;210;1;OUEST_EST;Y;;496;0;888943.0;6254723.0;888130.0;6255316.0;MA13
A0025011300;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.d2;DIRMED;931313055;A50;13PR1G;871;13PR2G;371;1;EST_OUEST;W;;505;0;895309.0;6245781.0;896304.0;6245865.0;MA13
MM713.V1;DIRMED;931313071;A7;13PR269D;826;13PR271D;935;1;NORD_SUD;Y;;2593;0;888631.0;6259183.0;890370.0;6258436.0;MA13
MYL42.I2;DIRCE;824242218;N88;42PR38G;200;42PR38G;700;1;SUD_NORD;W;;494;0;810513.2;6481402.0;810513.2;6481402.0;ST42
MYL42.I1;DIRCE;824242218;N88;42PR38D;200;42PR38D;700;1;NORD_SUD;Y;;497;0;810497.4;6481408.5;810497.4;6481408.5;ST42
A0001020300;DIRN;;;;0;;;;;;;0;0;;;;;
A0025021100;DIRN;;;;0;;;;;;;0;0;;;;;
MM213.k2;DIRMED;931313055;A507;13PR7G;111;13PR7G;740;1;SUD_NORD;W;;625;0;896886.9;6247926.5;896886.9;6247926.5;MA13
A0025023520;DIRN;;;;0;;;;;;;0;0;;;;;
MWI35.62;DIRO;533535152;A84;35PR105G;660;35PR108G;0;1;NORD_SUD;Y;;2142;0;363741.0;6798704.0;365692.0;6800558.0;RE35
MB731.T3;DIRSO;733131555;A620;31PR3D;365;31PR4D;64;1;NORD_SUD;Y;EXTERIEUR;667;0;572417.0;6282130.0;572332.0;6281211.0;TO31
MWI35.61;DIRO;533535152;A84;35PR105D;660;35PR108D;0;1;SUD_NORD;W;;2136;0;363755.0;6798693.0;365701.0;6800543.0;RE35
MM413.n2;DIRMED;931313005;A501;13PR2G;0;13PR2G;482;1;NORD_SUD;Y;;486;0;908173.0;6247949.0;908173.0;6247949.0;MA13
A0022023000;DIRN;;;;0;;;;;;;0;0;;;;;
MSR69.Q2;DIRCE;;;;0;;;;;;;0;0;;;;;
A0022022130;DIRN;;;;0;;;;;;;0;0;;;;;
M29SF.21;DIRSO;733131467;A62;31PR220DC;450;31PR223DC;50;1;NORD_SUD;Y;INTERIEUR;2612;0;571666.0;6289936.0;572434.0;6287023.0;TO31
M29SF.22;DIRSO;733131467;A62;31PR220GC;450;31PR223GC;50;1;SUD_NORD;W;EXTERIEUR;2609;0;571679.0;6289939.0;572447.0;6287030.0;TO31
MYL42.H1;DIRCE;824242218;N88;42PR37D;450;42PR38D;200;1;NORD_SUD;Y;;752;0;810755.7;6482365.5;810497.4;6481408.5;ST42
A0022013410;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.H2;DIRCE;824242218;N88;42PR37G;450;42PR38G;200;1;SUD_NORD;W;;753;0;810771.75;6482355.5;810513.2;6481402.0;ST42
MWI35.51;DIRO;533535152;A84;35PR108D;400;35PR113D;400;1;SUD_NORD;W;;4997;0;365701.0;6800543.0;369937.0;6802976.0;RE35
M12SF.41;DIRSO;733131555;A61;31PR230DC;0;31PR230DC;500;1;OUEST_EST;Y;INTERIEUR;499;0;577118.0;6283036.0;577118.0;6283036.0;TO31
MM413.o2;DIRMED;931313005;A501;13PR2G;482;13PR2G;499;1;NORD_SUD;Y;;17;0;908173.0;6247949.0;908173.0;6247949.0;MA13
MWI35.52;DIRO;533535152;A84;35PR108G;400;35PR113G;400;1;NORD_SUD;Y;;5001;0;365692.0;6800558.0;369934.0;6802989.0;RE35
M12SF.42;DIRSO;733131555;A61;31PR230GC;0;31PR230GC;500;1;EST_OUEST;W;EXTERIEUR;500;0;577133.0;6283040.0;577133.0;6283040.0;TO31
MB731.Q1;DIRSO;733131555;A620;31PR2D;604;31PR3D;365;1;NORD_SUD;Y;EXTERIEUR;719;0;572546.0;6283076.0;572417.0;6282130.0;TO31
A0022022120;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.b2;DIRMED;931313055;A50;13PR1G;40;13PR1G;540;1;EST_OUEST;W;;501;0;895309.0;6245781.0;895309.0;6245781.0;MA13
MPU76.11;DIRNO;237676705;A13;76PR110DC;500;76PR114DC;0;1;EST_OUEST;Y;;3518;0;561125.06;6915962.5;557740.75;6917798.5;RO76
MM513.v2;DIRMED;931313071;A55;13PR10G;822;13PR11G;322;1;OUEST_EST;Y;;490;0;888130.0;6255316.0;887735.0;6256224.0;MA13
MPU76.12;DIRNO;237676484;A13;76PR111GC;0;76PR113GC;0;1;OUEST_EST;W;;1950;0;560348.5;6916646.5;558761.44;6917696.0;RO76
MYL42.F6;DIRCE;824242044;N88;42PR44G;950;42PR46G;650;1;SUD_NORD;W;;1692;0;805676.7;6478383.5;803735.8;6477995.5;ST42
N0227010502;DIRN;;;;0;;;;;;;0;0;;;;;
MM213.n2;DIRMED;931313055;A507;13PR7G;741;13PR8G;75;1;SUD_NORD;W;;335;0;896886.9;6247926.5;896832.7;6246926.5;MA13
A0022011000;DIRN;;;;0;;;;;;;0;0;;;;;
D0006020100;DIRN;;;;0;;;;;;;0;0;;;;;
MWJ35.B*;DIRO;;;;0;;;;;;;0;0;;;;;
MYL42.G2;DIRCE;824242218;A72;42PR4G;200;42PR5G;400;1;OUEST_EST;Y;;1179;0;809620.56;6485625.5;808841.25;6486155.0;ST42
MYL42.G1;DIRCE;824242218;A72;42PR4D;200;42PR5D;400;1;EST_OUEST;W;;1197;0;809628.9;6485634.0;808838.7;6486167.0;ST42
MYP69.O1;GRAND LYON;826969199;69D0383;69PR16D;202;69PR16D;910;1;NORD_SUD;Y;INTERIEUR;708;0;843408.25;6513935.5;843408.25;6513935.5;LY69
MYP69.O2;GRAND LYON;826969199;69D0383;69PR16G;1;69PR16G;400;1;SUD_NORD;W;EXTERIEUR;399;0;843423.6;6513937.5;843423.6;6513937.5;LY69
MWI35.42;DIRO;533535310;A84;35PR132G;435;35PR135G;522;1;NORD_SUD;Y;;3084;0;381337.0;6815992.0;381238.0;6818956.0;RE35
MWI35.41;DIRO;533535310;A84;35PR132D;435;35PR135D;522;1;SUD_NORD;W;;3088;0;381349.0;6815990.0;381250.0;6818958.0;RE35
MWJ35.B1;DIRO;533535238;N1012;35PR0D;0;35PR2D;193;1;EST_OUEST;Y;;2206;0;349082.0;6790368.0;347350.0;6791357.0;RE35
MSR69.Q1;DIRCE;;;;0;;;;;;;0;0;;;;;
MB233.fC;DIRA;;;;;;;;;;;0;0;;;;;
MM413.h2;DIRMED;931313005;A502;13PR0G;500;13PR1G;0;1;EST_OUEST;W;;455;0;909099.0;6246116.0;910038.0;6246182.0;MA13
MM513.y2;DIRMED;931313071;A55;13PR13G;406;13PR13G;906;1;OUEST_EST;Y;;502;0;886373.0;6257623.0;886373.0;6257623.0;MA13
MM113.f2;DIRMED;931313071;A51;13PR3G;2;13PR3G;252;1;NORD_SUD;Y;;249;0;891670.75;6260549.0;891670.75;6260549.0;MA13
MM713.Q1;DIRMED;931313071;A7;13PR268D;859;13PR269D;359;1;NORD_SUD;Y;;501;0;887680.0;6258878.0;888631.0;6259183.0;MA13
MM213.o2;DIRMED;931313055;A507;13PR7G;76;13PR8G;665;1;SUD_NORD;W;;1591;0;896886.9;6247926.5;896832.7;6246926.5;MA13
MB233.f7;DIRA;;;;;;;;;;;0;0;;;;;
MWn44.M1;DIRO;524444020;N844;44PR21D;800;44PR22D;300;1;EST_OUEST;Y;INTERIEUR;496;0;353741.66;6684109.0;352857.3;6684553.5;NA44
MWn44.M2;DIRO;524444020;N844;44PR21G;650;44PR22G;300;1;OUEST_EST;W;EXTERIEUR;637;0;353726.9;6684099.0;352848.38;6684539.5;NA44
MB233.f6;DIRA;;;;;;;;;;;0;0;;;;;
MM813.b2;DIRMED;931313106;A7;13PR272G;375;13PR272G;875;1;SUD_NORD;W;;501;0;890569.0;6257458.0;890569.0;6257458.0;MA13
MB333.p1;DIRA;723333039;A631;33PR0D;443;33PR0D;781;1;SUD_NORD;W;;342;0;420617.1;6417596.0;420617.1;6417596.0;BX33
MB133.U2;DIRA;723333122;A63;33PR10G;205;33PR13G;253;1;SUD_NORD;W;;3037;0;405197.75;6410508.5;403194.47;6408303.5;BX33
MB133.U1;DIRA;723333122;A63;33PR10D;205;33PR13D;253;1;NORD_SUD;Y;;3043;0;405188.0;6410534.5;403174.47;6408319.5;BX33
MSR69.X2;DIRCE;;;;0;;;;;;;0;0;;;;;
MYL42.N1;DIRCE;824242275;A72;42PR7D;750;42PR9D;900;1;EST_OUEST;W;;2137;0;807103.56;6486403.5;805521.1;6487504.5;ST42
A0025023315;DIRN;;;;0;;;;;;;0;0;;;;;
A0001020510;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.N2;DIRCE;824242275;A72;42PR7G;750;42PR9G;900;1;OUEST_EST;Y;;2149;0;807103.8;6486387.0;805515.9;6487492.0;ST42
MM413.i2;DIRMED;931313005;A502;13PR1G;0;13PR1G;484;1;EST_OUEST;W;;486;0;910038.0;6246182.0;910038.0;6246182.0;MA13
MM513.x2;DIRMED;931313071;A55;13PR12G;666;13PR13G;166;1;OUEST_EST;Y;;520;0;887058.0;6256891.0;886373.0;6257623.0;MA13
MM113.e2;DIRMED;931313106;A51;13PR2G;462;13PR3G;2;1;NORD_SUD;Y;;546;0;891502.3;6259562.0;891670.75;6260549.0;MA13
MWj35.T2;DIRO;533535051;N136;35PR25G;564;35PR25G;865;1;OUEST_EST;W;EXTERIEUR;299;0;357037.0;6793116.0;357037.0;6793116.0;RE35
MM713.R1;DIRMED;931313071;A7;13PR269D;326;13PR269D;826;1;NORD_SUD;Y;;502;0;888631.0;6259183.0;888631.0;6259183.0;MA13
MM213.p2;DIRMED;931313055;A507;13PR8G;666;13PR9G;306;1;SUD_NORD;W;;620;0;896832.7;6246926.5;897034.6;6245983.5;MA13
A0001010700;DIRN;;;;0;;;;;;;0;0;;;;;
N0227010720;DIRN;;;;0;;;;;;;0;0;;;;;
A0025023320;DIRN;;;;0;;;;;;;0;0;;;;;
MB133.V2;DIRA;;;;;;;;;;;0;0;;;;;
MM813.c2;DIRMED;931313106;A7;13PR272G;860;13PR273G;360;1;SUD_NORD;W;;498;0;890569.0;6257458.0;890662.0;6256471.0;MA13
M12SF.31;DIRSO;733131555;A620;31PR0DC;0;31PR0DC;580;1;NORD_SUD;Y;;613;0;572857.75;6284994.0;572857.75;6284994.0;TO31
MYL42.M2;DIRCE;824242207;A47;42PR26G;550;42PR28G;300;1;OUEST_EST;W;;1732;0;818736.1;6489187.5;817290.4;6488063.0;ST42
M12SF.32;DIRSO;733131555;A620;31PR0GC;0;31PR0GC;580;1;SUD_NORD;W;;500;0;572866.6;6284985.5;572866.6;6284985.5;TO31
MYL42.M1;DIRCE;824242207;A47;42PR26D;550;42PR28D;300;1;EST_OUEST;Y;;1767;0;818736.1;6489187.5;817290.4;6488063.0;ST42
N0227010710;DIRN;;;;0;;;;;;;0;0;;;;;
MM113.d2;DIRMED;931313106;A51;13PR2G;8;13PR2G;462;1;NORD_SUD;Y;;453;0;891502.3;6259562.0;891502.3;6259562.0;MA13
MM713.S1;DIRMED;931313071;A7;13PR269D;790;13PR270D;290;1;NORD_SUD;Y;;489;0;888631.0;6259183.0;889592.0;6259000.0;MA13
MWj35.Q2;DIRO;533535238;N136;35PR11G;740;35PR12G;350;1;OUEST_EST;W;EXTERIEUR;586;0;350392.5;6786221.0;349923.53;6787067.0;RE35
MYR69.L1;DIRCE;826969072;;FD71PR19UD;0;69PR41D;590;1;NORD_SUD;Y;;1350;0;835864.56;6527389.5;836308.94;6526797.5;LY69
MYL42.L5;DIRCE;824242218;A72;42PR0D;500;42PR1D;200;1;EST_OUEST;W;;697;0;811902.7;6482740.5;811798.7;6483604.0;ST42
MWJ35.G1;DIRO;533535210;N12;35PR67D;789;35PR70D;144;1;EST_OUEST;Y;;2338;0;345901.0;6792220.0;343650.0;6794128.0;RE35
MB233.e3;DIRA;;;;0;;;;;;;0;0;;;;;
MWJ35.G2;DIRO;533535210;N12;35PR67G;789;35PR70G;144;1;OUEST_EST;W;;2336;0;345895.0;6792212.0;343643.0;6794118.0;RE35
MYL42.L7;DIRCE;824242218;A72;42PR1D;200;42PR2D;0;1;EST_OUEST;W;;796;0;811798.7;6483604.0;811124.94;6484334.5;ST42
MYL42.L6;DIRCE;824242218;A72;42PR0G;500;42PR1G;200;1;OUEST_EST;Y;;547;0;811947.7;6482791.5;811788.94;6483597.0;ST42
MYL42.L9;DIRCE;824242218;;DB2;0;FB2;0;;;;;1113;0;812142.5;6483523.5;811596.75;6483859.5;ST42
MYL42.L8;DIRCE;824242218;A72;42PR1G;200;42PR2G;0;1;OUEST_EST;Y;;798;0;811788.94;6483597.0;811116.94;6484325.5;ST42
MYL42.L1;DIRCE;824242218;N488;42PR0D;1000;42PR1D;1000;1;EST_OUEST;W;;1177;0;812804.9;6482889.0;811902.4;6483506.0;ST42
M12SF.01;DIRSO;733131555;A68;31PR2DC;275;31PR3DC;250;1;OUEST_EST;W;;975;0;578505.06;6283834.5;579428.94;6284189.5;TO31
MY269.B1;DIRCE;826969266;A42;69PR0D;901;69PR1D;700;1;OUEST_EST;W;;805;0;847176.06;6522231.0;847901.8;6522898.0;LY69
Mm713.n1;DIRMED;931313071;A552;13PR0G;0;13PR0G;500;1;OUEST_EST;Y;;502;0;886774.0;6258786.0;886774.0;6258786.0;MA13
MY269.B2;DIRCE;826969266;A42;69PR0G;821;69PR1G;800;1;EST_OUEST;Y;;973;0;847171.6;6522242.0;847894.5;6522912.5;LY69
MYL42.L2;DIRCE;824242218;N488;42PR0G;400;42PR1G;1000;1;OUEST_EST;Y;;1637;0;812662.0;6482901.5;811904.06;6483498.5;ST42
M12SF.02;DIRSO;733131555;A68;31PR2GC;275;31PR3GC;250;1;EST_OUEST;Y;;974;0;578504.06;6283853.0;579415.7;6284246.0;TO31
MM413.k2;DIRMED;931313005;A501;13PR0G;59;13PR0G;559;1;NORD_SUD;Y;;520;0;907098.0;6246690.0;907098.0;6246690.0;MA13
MM113.c2;DIRMED;931313106;A51;13PR1G;508;13PR2G;8;1;NORD_SUD;Y;;498;0;890905.4;6258781.0;891502.3;6259562.0;MA13
M15SF.91;DIRSO;733131555;A64;31PR285DC;500;31PR286DC;600;1;SUD_NORD;W;;1096;0;571151.3;6273606.5;571718.9;6274432.0;TO31
M15SF.92;DIRSO;733131555;A64;31PR285GC;500;31PR286GC;600;1;NORD_SUD;Y;;1101;0;571130.9;6273620.5;571693.3;6274451.0;TO31
MWj35.R2;DIRO;533535238;N136;35PR13G;245;35PR13G;700;1;OUEST_EST;W;EXTERIEUR;454;0;349357.4;6787892.0;349357.4;6787892.0;RE35
MM713.T1;DIRMED;931313071;A7;13PR270D;318;13PR270D;818;1;NORD_SUD;Y;;499;0;889592.0;6259000.0;889592.0;6259000.0;MA13
MB233.e7;DIRA;;;;0;;;;;;;0;0;;;;;
MWJ35.F1;DIRO;533535238;N136;35PR16D;685;;344;1;EST_OUEST;Y;INTERIEUR;915;0;349139.34;6790817.0;;;RE35
MM813.a2;DIRMED;931313106;A7;13PR271G;850;13PR272G;350;1;SUD_NORD;W;;530;0;890380.0;6258440.0;890569.0;6257458.0;MA13
MB233.f1;DIRA;;;;;;;;;;;0;0;;;;;
MZo57.22;DIRE;415757672;A31;57PR336G;800;57PR344G;800;1;NORD_SUD;Y;;8124;0;925640.9;6921812.5;925822.25;6929893.5;ME57
A0025023100;DIRN;;;;0;;;;;;;0;0;;;;;
MB133.X2;DIRA;723333318;;DB2;0;FB2;0;;;;;577;0;413336.62;6416331.5;413823.8;6416574.5;BX33
MWJ35.F2;DIRO;533535238;N136;35PR16G;575;;350;1;OUEST_EST;W;EXTERIEUR;1029;0;349130.66;6790824.5;;;RE35
MM413.l2;DIRMED;931313005;A501;13PR1G;45;13PR1G;545;1;NORD_SUD;Y;;501;0;907570.0;6247154.0;907570.0;6247154.0;MA13
MYL42.K2;DIRCE;824242218;N88;42PR38G;700;42PR39G;450;1;SUD_NORD;W;;762;0;810513.2;6481402.0;809909.3;6480603.0;ST42
MYL42.K1;DIRCE;824242218;N88;42PR38D;700;42PR39D;450;1;NORD_SUD;Y;;752;0;810497.4;6481408.5;809897.25;6480613.0;ST42
MM113.I1;DIRMED;931313019;A51;13PR4D;596;13PR5D;93;1;SUD_NORD;W;;498;0;892418.06;6261242.5;893314.8;6261677.0;MA13
MM413.d2;DIRMED;931313005;A50;13PR13G;810;13PR14G;360;1;EST_OUEST;W;;551;0;906909.0;6246596.0;907856.0;6246677.0;MA13
MYL42.A2;DIRCE;824242218;N88;42PR41G;350;42PR42G;250;1;SUD_NORD;W;;892;0;808294.2;6479622.5;807431.1;6479163.5;ST42
MYL42.A1;DIRCE;824242218;N88;42PR41D;350;42PR42D;250;1;NORD_SUD;Y;;899;0;808293.5;6479631.5;807425.8;6479171.0;ST42
MM513.L1;DIRMED;931313055;A55;13PR5D;248;13PR5D;748;1;EST_OUEST;W;;499;0;890526.0;6251725.0;890526.0;6251725.0;MA13
MM813.F1;DIRMED;931313055;A7;13PR274D;450;13PR274D;950;1;NORD_SUD;Y;;501;0;891339.0;6255768.0;891339.0;6255768.0;MA13
MB631.S1;DIRSO;733131555;A624;31PR0D;0;31PR0D;571;1;EST_OUEST;Y;;577;0;571112.0;6279802.0;571112.0;6279802.0;TO31
MB333.t2;DIRA;723333090;A63;33PR3G;593;33PR5G;99;1;SUD_NORD;W;;1492;0;410668.1;6414789.0;409031.3;6413676.0;BX33
MB333.t1;DIRA;723333090;A63;33PR3D;593;33PR5D;99;1;NORD_SUD;Y;;1494;0;410653.56;6414812.0;409014.5;6413696.0;BX33
MB631.S3;DIRSO;733131555;A624;31PR0D;334;31PR0D;571;1;EST_OUEST;Y;;240;0;571112.0;6279802.0;571112.0;6279802.0;TO31
MYL42.A8;DIRCE;824242183;N88;42PR42G;250;42PR43G;700;1;SUD_NORD;W;;1448;0;807431.1;6479163.5;806569.5;6478768.0;ST42
MYL42.A7;DIRCE;824242183;N88;42PR42D;250;42PR43D;700;1;NORD_SUD;Y;;1444;0;807425.8;6479171.0;806567.25;6478776.5;ST42
MWn44.I1;DIRO;524444009;N249;2;200;;;1;;;;0;0;;;;;
MZo57.32;DIRE;415757303;A31;57PR315G;100;57PR317G;900;1;NORD_SUD;Y;;2816;0;931245.9;6906492.5;931535.2;6908431.5;ME57
MWn44.I2;DIRO;524444009;N249;2;200;;;1;;;;0;0;;;;;
MZo57.31;DIRE;415757303;A31;57PR315D;100;57PR317D;900;1;SUD_NORD;W;;2813;0;931269.94;6906492.5;931559.7;6908428.5;ME57
MYI38.Q2;DIRCE;823838158;N87;38PR5G;710;38PR8G;130;1;NORD_SUD;Y;;2436;0;916261.0;6455141.0;918162.06;6457414.5;GR38
MYI38.Q1;DIRCE;823838158;N87;38PR5D;710;38PR8D;130;1;SUD_NORD;W;;2432;0;916273.06;6455134.0;918170.6;6457409.0;GR38
MM813.E1;DIRMED;931313055;A7;13PR273D;900;13PR275D;590;1;NORD_SUD;Y;;2196;0;890646.0;6256470.0;891413.0;6254785.0;MA13
MYL42.B1;DIRCE;824242110;A47;42PR24D;250;42PR26D;550;1;EST_OUEST;Y;;2305;0;820635.6;6489488.5;818736.1;6489187.5;ST42
MB233.J2;DIRA;723333281;A630;33PR17G;54;33PR18G;196;1;SUD_NORD;W;INTERIEUR;978;0;409550.0;6421873.0;409604.0;6421038.0;BX33
A0025021730;DIRN;;;;0;;;;;;;0;0;;;;;
A0025023910;DIRN;;;;0;;;;;;;0;0;;;;;
MWN44.T1;DIRO;524444109;N844;44PR27D;700;44PR28D;100;1;EST_OUEST;Y;INTERIEUR;401;0;350798.78;6687708.0;350209.28;6688504.5;NA44
MM413.e2;DIRMED;931313005;A50;13PR14G;360;13PR14G;845;1;EST_OUEST;W;;485;0;907856.0;6246677.0;907856.0;6246677.0;MA13
MM113.H1;DIRMED;931313019;A51;13PR4D;7;13PR4D;596;1;SUD_NORD;W;;591;0;892418.06;6261242.5;892418.06;6261242.5;MA13
MM513.K1;DIRMED;931313055;A55;13PR4D;796;13PR5D;296;1;EST_OUEST;W;;499;0;891016.0;6250934.0;890526.0;6251725.0;MA13
MM813.G1;DIRMED;931313055;A7;13PR275D;0;13PR275D;590;1;NORD_SUD;Y;;591;0;891413.0;6254785.0;891413.0;6254785.0;MA13
MYi38.H2;DIRCE;823838158;N87;38PR3G;0;38PR4G;250;1;NORD_SUD;Y;;1237;0;914787.7;6453903.0;915653.1;6454353.0;GR38
MWN44.T2;DIRO;524444109;N844;44PR27G;750;44PR28G;100;1;OUEST_EST;W;EXTERIEUR;349;0;350784.56;6687708.0;350202.6;6688497.5;NA44
MYi38.H1;DIRCE;823838158;N87;38PR3D;0;38PR4D;250;1;SUD_NORD;W;;1245;0;914790.0;6453890.0;915661.1;6454347.0;GR38
MB631.R4;DIRSO;733131555;A620;31PR0GC;580;31PR1G;51;1;SUD_NORD;W;;591;0;572866.6;6284985.5;572635.6;6284050.0;TO31
MB631.R3;DIRSO;733131555;A620;31PR0DC;580;31PR1D;51;1;NORD_SUD;Y;;493;0;572857.75;6284994.0;572612.1;6284049.0;TO31
A0023010400;DIRN;;;;0;;;;;;;0;0;;;;;
MWJ35.i1;DIRO;;;;0;;;;;;;0;0;;;;;
MWJ35.i2;DIRO;;;;0;;;;;;;0;0;;;;;
M32SF.92;DIRSO;733131091;A62;31PR218GC;0;31PR220GC;450;1;SUD_NORD;W;EXTERIEUR;2451;0;571258.0;6291887.0;571679.0;6289939.0;TO31
MUM76.w2;DIRNO;237676322;N338;76PR4G;41;76PR5G;30;1;NORD_SUD;Y;;995;0;557477.5;6924842.0;558049.6;6925669.0;RO76
MUM76.w1;DIRNO;237676322;N338;76PR4D;41;76PR5D;30;1;SUD_NORD;W;;994;0;557496.3;6924835.0;558062.6;6925662.5;RO76
M32SF.91;DIRSO;733131091;A62;31PR218DC;0;31PR220DC;450;1;NORD_SUD;Y;INTERIEUR;2451;0;571244.0;6291884.0;571666.0;6289936.0;TO31
A0001020940;DIRN;;;;0;;;;;;;0;0;;;;;
A0001020700;DIRN;;;;0;;;;;;;0;0;;;;;
MWN44.U2;DIRO;524444162;N844;44PR29G;850;44PR30G;400;1;OUEST_EST;W;EXTERIEUR;549;0;350036.16;6689455.5;350405.66;6690381.5;NA44
MWN44.U1;DIRO;524444162;N844;44PR29D;940;44PR30D;400;1;EST_OUEST;Y;INTERIEUR;458;0;350048.25;6689451.5;350419.4;6690380.0;NA44
N0227011200;DIRN;;;;0;;;;;;;0;0;;;;;
MM413.f2;DIRMED;931313005;A50;13PR14G;845;13PR15G;373;1;EST_OUEST;W;;519;0;907856.0;6246677.0;908770.0;6246272.0;MA13
MWL44.C1;DIRO;524444109;N137;44PR29D;682;44PR34D;682;1;SUD_NORD;W;;5003;0;352970.0;6695927.0;349937.0;6699803.0;NA44
MM113.G1;DIRMED;931313071;A51;13PR3D;512;13PR4D;7;1;SUD_NORD;W;;496;0;891670.75;6260549.0;892418.06;6261242.5;MA13
A0025011710;DIRN;;;;0;;;;;;;0;0;;;;;
A9022020830;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.N1;DIRMED;931313055;A55;13PR6D;393;13PR6D;893;1;EST_OUEST;W;;497;0;890210.0;6252651.0;890210.0;6252651.0;MA13
D9025062210;DIRN;;;;0;;;;;;;0;0;;;;;
MB631.U7;DIRSO;733131555;A624;31PR0D;999;31PR1D;215;1;EST_OUEST;Y;;403;0;571112.0;6279802.0;570011.25;6280054.5;TO31
MWJ35.l2;DIRO;;;;0;;;;;;;0;0;;;;;
MB233.H1;DIRA;723333281;A630;33PR16D;860;33PR17D;828;1;NORD_SUD;Y;EXTERIEUR;943;0;409890.0;6422773.0;409532.72;6421875.5;BX33
MM813.C1;DIRMED;931313106;A7;13PR272D;860;13PR273D;360;1;NORD_SUD;Y;;507;0;890552.0;6257460.0;890646.0;6256470.0;MA13
MWJ35.l1;DIRO;;;;0;;;;;;;0;0;;;;;
A0025020420;DIRN;;;;0;;;;;;;0;0;;;;;
A0025021510;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.z2;DIRMED;931313005;A50;13PR11G;807;13PR12G;307;1;EST_OUEST;W;;502;0;904960.0;6246146.0;905938.0;6246360.0;MA13
MWN44.V2;DIRO;524444162;N844;44PR30G;700;44PR31G;120;1;OUEST_EST;W;EXTERIEUR;407;0;350405.66;6690381.5;350433.8;6691356.0;NA44
MWN44.V1;DIRO;524444162;N844;44PR30D;740;44PR31D;200;1;EST_OUEST;Y;INTERIEUR;459;0;350419.4;6690380.0;350446.22;6691359.0;NA44
N0227010100;DIRN;;;;0;;;;;;;0;0;;;;;
MM413.g2;DIRMED;931313005;A50;13PR15G;373;13PR15G;583;1;EST_OUEST;W;;204;0;908770.0;6246272.0;908770.0;6246272.0;MA13
MM113.F1;DIRMED;931313071;A51;13PR3D;2;13PR3D;12;1;SUD_NORD;W;;10;0;891670.75;6260549.0;891670.75;6260549.0;MA13
A0025011720;DIRN;;;;0;;;;;;;0;0;;;;;
A0001010920;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.M1;DIRMED;931313055;A55;13PR5D;660;13PR6D;160;1;EST_OUEST;W;;494;0;890526.0;6251725.0;890210.0;6252651.0;MA13
MWn44.J2;DIRO;524444215;N844;44PR14G;750;44PR15G;850;1;OUEST_EST;W;EXTERIEUR;1099;0;359460.1;6685647.0;358803.72;6684902.0;NA44
MB631.T6;DIRSO;733131555;A624;31PR0G;0;31PR0G;773;1;OUEST_EST;W;;765;0;571192.44;6279836.5;571192.44;6279836.5;TO31
MWn44.J1;DIRO;524444215;N844;44PR14D;800;44PR15D;725;1;EST_OUEST;Y;INTERIEUR;923;0;359447.78;6685659.5;358791.97;6684911.0;NA44
MWJ35.k1;DIRO;;;;0;;;;;;;0;0;;;;;
MWJ35.k2;DIRO;;;;0;;;;;;;0;0;;;;;
MM813.D1;DIRMED;931313055;A7;13PR273D;440;13PR273D;690;1;NORD_SUD;Y;;249;0;890646.0;6256470.0;890646.0;6256470.0;MA13
MY469.A2;DIRCE;826969297;A47;69PR0G;115;69PR1G;465;1;OUEST_EST;W;;1181;0;840039.75;6500324.5;839223.0;6500280.5;LY69
MYi38.C1;DIRCE;823838421;N87;38PR8D;850;38PR11D;0;1;SUD_NORD;W;;2135;0;918170.6;6457409.0;918824.9;6460050.5;GR38
MYi38.C2;DIRCE;823838421;N87;38PR8G;850;38PR10G;1389;1;NORD_SUD;Y;;2927;0;918162.06;6457414.5;918284.25;6459338.0;GR38
MWN44.W2;DIRO;524444162;N844;44PR31G;935;44PR32G;400;1;OUEST_EST;W;EXTERIEUR;478;0;350433.8;6691356.0;350392.38;6692305.5;NA44
