,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,0
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,1
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone,2
,PM10,PM25,NO2,SO2,NO,NOX,O3,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/06/13 18:00:00+00,9.900000,1.300000,7.500000,2.700000,0,7.300000,91.800000,3934
2021/06/13 19:00:00+00,9.800000,2.300000,9.200000,2.700000,0,8.700000,85.900000,3935
2021/06/13 20:00:00+00,10.800000,3.400000,13.400000,3.100000,0,12.700000,76.400000,3936
2021/06/13 21:00:00+00,11.500000,2.700000,19.400000,2.800000,0,18.500000,64.700000,3937
2021/06/13 22:00:00+00,13.400000,9.700000,30.700000,3.100000,0.100000,30.400000,47.800000,3938
2021/06/13 23:00:00+00,9.500000,9.200000,28.500000,2.900000,0.100000,28.100000,43.600000,3939
2021/06/14 00:00:00+00,6.900000,7.700000,22.300000,3.100000,0,21.500000,49.200000,3940
2021/06/14 01:00:00+00,23.300000,7.200000,21.300000,2.400000,0,20.500000,51,3941
2021/06/14 02:00:00+00,10.100000,11.700000,11.600000,3.300000,0,10.500000,62.100000,3942
2021/06/14 03:00:00+00,12.900000,6.500000,10.800000,1.900000,0,9.700000,58.200000,3943
2021/06/14 04:00:00+00,10.500000,11.100000,19.300000,1.500000,0.400000,19.300000,44.700000,3944
2021/06/14 05:00:00+00,11.600000,8.500000,33.400000,1.500000,3.600000,38.900000,35.900000,3945
2021/06/14 06:00:00+00,20.200000,5.100000,45.400000,1.700000,10.500000,61.400000,31,3946
2021/06/14 07:00:00+00,37.200000,9.500000,52.300000,2,18.500000,80.600000,30.200000,3947
2021/06/14 08:00:00+00,34.800000,8.400000,49.400000,1.900000,16.600000,74.800000,41.500000,3948
2021/06/14 09:00:00+00,37.300000,9.600000,44.700000,2.300000,12.300000,63.500000,56.500000,3949
2021/06/14 10:00:00+00,25.200000,7.100000,38.400000,2.100000,9.100000,52.500000,70.400000,3950
2021/06/14 11:00:00+00,18,4.100000,23.400000,1.900000,4.200000,29.800000,88.900000,3951
2021/06/14 12:00:00+00,19.800000,3.900000,15.800000,2.100000,1.800000,18.400000,103.900000,3952
2021/06/14 13:00:00+00,16.600000,2.900000,12.300000,2,0.700000,13.300000,117.400000,3953
2021/06/14 14:00:00+00,24.400000,0.400000,14,1.800000,0.800000,15.200000,130.200000,3954
2021/06/14 15:00:00+00,23.700000,0,17.300000,1.800000,1.100000,19,136.400000,3955
2021/06/14 16:00:00+00,25.200000,3.300000,20.600000,1.800000,0.900000,22,141.600000,3956
2021/06/14 17:00:00+00,23.200000,2.600000,23.400000,2,1.100000,25.200000,133.300000,3957
2021/06/14 18:00:00+00,19.600000,4.200000,20,1.400000,0.600000,21,133.700000,3958
2021/06/14 19:00:00+00,13.500000,4.900000,15.800000,0.800000,0,15.700000,120.800000,3959
2021/06/14 20:00:00+00,17.600000,10.400000,22,0.700000,0,21.600000,101.600000,3960
2021/06/14 21:00:00+00,17.100000,8.800000,16.300000,0.600000,0,15.400000,93.800000,3961
2021/06/14 22:00:00+00,19.400000,9.200000,15,0.200000,0,14.500000,89.400000,3962
2021/06/14 23:00:00+00,20.700000,8.500000,15.700000,0.300000,0,15.100000,91.700000,3963
2021/06/15 00:00:00+00,13.400000,8.200000,13.300000,0.500000,0,12.300000,90.300000,3964
2021/06/15 01:00:00+00,16.200000,10.600000,12.300000,2.600000,0,11.300000,84.400000,3965
2021/06/15 02:00:00+00,15.100000,7.100000,11.200000,2.700000,0,10.200000,82.400000,3966
2021/06/15 03:00:00+00,20.300000,9.100000,12.400000,2.500000,0,11.500000,76.300000,3967
2021/06/15 04:00:00+00,17.300000,9.400000,16.700000,2,0.500000,17.300000,57.300000,3968
2021/06/15 05:00:00+00,20.200000,7.400000,33.500000,2.100000,3.100000,38.200000,38.800000,3969
2021/06/15 06:00:00+00,23.300000,9.300000,48.900000,2.400000,10.200000,64.400000,31.700000,3970
2021/06/15 07:00:00+00,27.300000,8.800000,48.600000,2.600000,11.900000,66.900000,44.700000,3971
2021/06/15 08:00:00+00,40.200000,8.500000,49.400000,2.900000,11.400000,66.900000,56.400000,3972
2021/06/15 09:00:00+00,39.500000,12.500000,45.400000,3.300000,8.100000,57.900000,79.700000,3973
2021/06/15 10:00:00+00,43.600000,11.700000,40.500000,3.200000,7.700000,52.400000,93.100000,3974
2021/06/15 11:00:00+00,36.600000,7.500000,22.100000,3.100000,2.700000,26.200000,114,3975
2021/06/15 12:00:00+00,30.300000,6.400000,15.300000,3,1.800000,18.100000,120.800000,3976
2021/06/15 13:00:00+00,20.800000,10.600000,15.500000,3.300000,0.900000,16.800000,137.700000,3977
2021/06/15 14:00:00+00,26.700000,8.800000,15.200000,3.300000,0.600000,16.200000,150.200000,3978
2021/06/15 15:00:00+00,29.500000,7.300000,16.400000,2.900000,0.600000,17.300000,153.900000,3979
2021/06/15 16:00:00+00,27.600000,7.900000,19,3,0.900000,20.500000,149.600000,3980
2021/06/15 17:00:00+00,26.400000,5.900000,19.400000,3.100000,0.800000,20.700000,142.600000,3981
2021/06/15 18:00:00+00,20.900000,12.200000,22.500000,3,1,24,124.300000,3982
2021/06/15 19:00:00+00,23.100000,8.200000,21.500000,2.900000,0.900000,22.700000,122.300000,3983
2021/06/15 20:00:00+00,24,7.800000,13.300000,2.700000,0,12.400000,130.800000,3984
2021/06/15 21:00:00+00,27.400000,12.900000,18.100000,2.800000,0,17.200000,112.900000,3985
2021/06/15 22:00:00+00,26.900000,14.800000,20.600000,2.400000,0,19.800000,95.300000,3986
2021/06/15 23:00:00+00,27.900000,12.100000,19.400000,2.300000,0,18.700000,82,3987
2021/06/16 00:00:00+00,22.400000,13.500000,16.700000,2.100000,0,16,78.100000,3988
2021/06/16 01:00:00+00,21.600000,12.400000,18.400000,0,0,18,68.400000,3989
2021/06/16 02:00:00+00,23.400000,16.900000,18,0,0,17.700000,62.200000,3990
2021/06/16 03:00:00+00,24.900000,12.500000,20.600000,0,0,20.200000,67.200000,3991
2021/06/16 04:00:00+00,27.600000,13.200000,29.800000,0.100000,0.100000,29.700000,57.700000,3992
2021/06/16 05:00:00+00,31.100000,11.500000,33.400000,0.100000,0.600000,34.300000,52.700000,3993
2021/06/16 06:00:00+00,36.300000,14.200000,58.500000,0.500000,7.100000,69.400000,42.100000,3994
2021/06/16 07:00:00+00,35.800000,15.800000,31.600000,0.100000,3.200000,36.600000,76,3995
2021/06/16 08:00:00+00,38.100000,14.900000,28.600000,0.200000,3.800000,34.400000,81.100000,3996
2021/06/16 09:00:00+00,33.200000,11.700000,25.500000,0.100000,3.600000,31,94.800000,3997
2021/06/16 10:00:00+00,30.200000,7.100000,14.100000,0.300000,1.200000,15.900000,115.100000,3998
2021/06/16 11:00:00+00,28.100000,7.400000,7.200000,0,0,7.100000,128.900000,3999
2021/06/16 12:00:00+00,22.300000,7.300000,7.400000,0.200000,0.200000,7.500000,130.900000,4000
2021/06/16 13:00:00+00,20,8.700000,7.200000,0.200000,0.100000,7.400000,127.700000,4001
2021/06/16 14:00:00+00,16.200000,6.600000,6.600000,0.500000,0.100000,6.700000,120.200000,4002
2021/06/16 15:00:00+00,13.400000,4,6,0.600000,0,5.600000,121.300000,4003
2021/06/16 16:00:00+00,16.700000,4.200000,5.300000,0.300000,0,4.700000,121.200000,4004
2021/06/16 17:00:00+00,18.200000,5.800000,10,0.400000,0,9.600000,116.800000,4005
2021/06/16 18:00:00+00,22.300000,6.100000,10.400000,0,0,9.700000,105.300000,4006
2021/06/16 19:00:00+00,17.800000,7.400000,11.900000,0,0,11.200000,96.600000,4007
2021/06/16 20:00:00+00,16.700000,10.300000,18.800000,0,0,17.900000,85.900000,4008
2021/06/16 21:00:00+00,23.200000,9,25.200000,0,0,24.200000,72.900000,4009
2021/06/16 22:00:00+00,26,10.700000,30.800000,0,0,30,62.100000,4010
2021/06/16 23:00:00+00,20.800000,9.400000,17,0,0,16.100000,71.900000,4011
2021/06/17 00:00:00+00,20.500000,6.800000,15.200000,0,0,14.600000,67.400000,4012
2021/06/17 01:00:00+00,24.900000,6.800000,17.100000,0,0,16.400000,65.400000,4013
2021/06/17 02:00:00+00,,8.300000,14.500000,0,0,13.700000,67.500000,4014
2021/06/17 03:00:00+00,10,7.300000,7.700000,0,0,6.700000,79.700000,4015
2021/06/17 04:00:00+00,18.700000,8.100000,9.300000,0,0,8.400000,70.700000,4016
2021/06/17 05:00:00+00,18.300000,12.900000,27.600000,0,0.100000,27.900000,47.200000,4017
2021/06/17 06:00:00+00,18.400000,9.500000,28,0,2.900000,32.600000,45.100000,4018
2021/06/17 07:00:00+00,22.500000,7.500000,22.800000,0,3.100000,27.600000,51.900000,4019
2021/06/17 08:00:00+00,16.900000,9.300000,13,0,1.800000,15.800000,64,4020
2021/06/17 09:00:00+00,18.600000,6,7.500000,0,0.700000,8.600000,85.500000,4021
2021/06/17 10:00:00+00,17.900000,6.400000,9,0,1.100000,10.700000,,4022
2021/06/17 11:00:00+00,,,6.100000,0,0.400000,6.700000,,4023
2021/06/17 12:00:00+00,,,6.900000,0.100000,0.400000,7.500000,,4024
2021/06/17 13:00:00+00,,,6.200000,1.400000,0.100000,6.300000,,4025
2021/06/17 14:00:00+00,14.900000,8.200000,7.800000,0,0.300000,8.200000,107.300000,4026
2021/06/17 15:00:00+00,15,8.200000,11.500000,0,0.200000,11.700000,103.800000,4027
2021/06/17 16:00:00+00,10.600000,5,14.600000,0,0.700000,15.700000,101.700000,4028
2021/06/17 17:00:00+00,14.500000,5.500000,15,0,0.600000,15.800000,97.600000,4029
2021/06/17 18:00:00+00,14,8,15.200000,0,0.600000,16.300000,86.700000,4030
2021/06/17 19:00:00+00,9.700000,7.700000,12,0,0.300000,12.200000,82.100000,4031
2021/06/17 20:00:00+00,10,6.800000,12.300000,0,0.400000,12.500000,81,4032
2021/06/17 21:00:00+00,12,11.400000,20.500000,0,0,20,71.700000,4033
2021/06/17 22:00:00+00,12.800000,7,17.300000,0,0,16.700000,61.900000,4034
2021/06/17 23:00:00+00,12.300000,5.500000,14.100000,0,0,13.100000,67.700000,4035
2021/06/18 00:00:00+00,11,5,7.800000,0,0,6.800000,71.600000,4036
2021/06/18 01:00:00+00,9.600000,9.200000,8.300000,0,0,7.100000,58.700000,4037
2021/06/18 02:00:00+00,9.400000,8.300000,5.500000,0,0,4.300000,64.200000,4038
2021/06/18 03:00:00+00,6,8.200000,4.200000,0,0,3.200000,65.800000,4039
2021/06/18 04:00:00+00,6.700000,5.200000,14.500000,0,0,13.800000,53.800000,4040
2021/06/18 05:00:00+00,8.100000,3.800000,24.800000,0,0.800000,26,34.500000,4041
2021/06/18 06:00:00+00,13.300000,3.900000,23.700000,0,2.600000,27.700000,37.100000,4042
2021/06/18 07:00:00+00,14,4.900000,15.900000,0,3.400000,21,42.400000,4043
2021/06/18 08:00:00+00,21.100000,8,12.500000,0,2.200000,15.800000,55.600000,4044
2021/06/18 09:00:00+00,17.400000,7.700000,9,0,1.600000,11.500000,64.900000,4045
2021/06/18 10:00:00+00,21.800000,8.900000,6.700000,0,0.900000,8.200000,77,4046
2021/06/18 11:00:00+00,21.700000,11.100000,5.700000,0.200000,0.400000,6.400000,88.500000,4047
2021/06/18 12:00:00+00,17,7.300000,5.600000,0.200000,0.300000,6,87.200000,4048
2021/06/18 13:00:00+00,16.700000,6.200000,5.900000,0.100000,0.400000,6.500000,84,4049
2021/06/18 14:00:00+00,10,3.800000,6.200000,0.100000,0.600000,7.200000,81.100000,4050
2021/06/18 15:00:00+00,10.600000,3,5.500000,0.200000,0.300000,5.800000,82,4051
2021/06/18 16:00:00+00,8.800000,2.600000,11.400000,0.100000,0.800000,12.700000,72.300000,4052
2021/06/18 17:00:00+00,9.600000,1.600000,9.300000,0,0.900000,10.500000,72.400000,4053
2021/06/18 18:00:00+00,12.700000,3.700000,9.800000,0,1,11.400000,70,4054
2021/06/18 19:00:00+00,10.800000,5.600000,12.100000,0.100000,0.700000,13.200000,74.100000,4055
2021/06/18 20:00:00+00,10,8.600000,9.300000,0.200000,0,8.900000,76.400000,4056
2021/06/18 21:00:00+00,8.300000,5.600000,9,0.200000,0,8.200000,69.700000,4057
2021/06/18 22:00:00+00,11.200000,7.300000,9.300000,0,0,8.900000,62.400000,4058
2021/06/18 23:00:00+00,8,10.500000,10,0.200000,0.200000,10.100000,55.400000,4059
2021/06/19 00:00:00+00,10.400000,6.700000,8.400000,0.300000,0,7.500000,50,4060
2021/06/19 01:00:00+00,16.500000,3.400000,7.700000,0,0,6.800000,46,4061
2021/06/19 02:00:00+00,11.500000,7.300000,6.700000,0.200000,0,5.800000,40.700000,4062
2021/06/19 03:00:00+00,,6.400000,24,0.100000,0,23.500000,17.800000,4063
2021/06/19 04:00:00+00,,6.800000,18.500000,0.100000,0.500000,19.100000,19.900000,4064
2021/06/19 05:00:00+00,11.800000,5,22.400000,0,1.300000,24.400000,23.300000,4065
2021/06/19 06:00:00+00,11.800000,5.100000,21.400000,0.100000,2,24.400000,33,4066
2021/06/19 07:00:00+00,14.200000,8.400000,29.100000,0,5.900000,38.100000,25,4067
2021/06/19 08:00:00+00,19.400000,11,25.400000,0,5.400000,33.700000,36.500000,4068
2021/06/19 09:00:00+00,9.400000,7.200000,17.200000,0.100000,1.700000,19.800000,48.300000,4069
2021/06/19 10:00:00+00,16.500000,5.400000,13,0.200000,2,16.100000,55.900000,4070
2021/06/19 11:00:00+00,12.300000,7.800000,11.700000,0,2.600000,15.600000,68.200000,4071
2021/06/19 12:00:00+00,17.800000,5.700000,10.200000,0,1.100000,12,88.900000,4072
2021/06/19 13:00:00+00,19.600000,5.400000,9.200000,0.200000,0.400000,9.700000,102.200000,4073
2021/06/19 14:00:00+00,10.800000,7.600000,8,0,0,7.900000,103.600000,4074
2021/06/19 15:00:00+00,15.500000,5.100000,9.900000,0,0.100000,9.900000,92.500000,4075
2021/06/19 16:00:00+00,15.200000,7.300000,15.200000,0,0.400000,15.700000,73.700000,4076
2021/06/19 17:00:00+00,15,7.100000,13.600000,0,0.600000,14.400000,72.800000,4077
2021/06/19 18:00:00+00,12.500000,9,30.800000,0,2.100000,34.100000,44,4078
2021/06/19 19:00:00+00,16.400000,7.500000,38.300000,0,4.600000,45.200000,26.900000,4079
2021/06/19 20:00:00+00,10.400000,7.400000,24.900000,0,1.100000,26.500000,30.400000,4080
2021/06/19 21:00:00+00,13.700000,11.600000,18.800000,0,0,18.100000,29.200000,4081
2021/06/19 22:00:00+00,15,10,20.400000,0,0.100000,20.100000,25.200000,4082
2021/06/19 23:00:00+00,15.300000,7.500000,11.800000,0,0,10.700000,42.400000,4083
2021/06/20 00:00:00+00,11.800000,5.600000,5.400000,0,0,4.300000,40,4084
2021/06/20 01:00:00+00,18.900000,5.400000,5.100000,0,0,4.100000,42.700000,4085
2021/06/20 02:00:00+00,11.300000,4.100000,3.900000,0,0,2.800000,42.500000,4086
2021/06/20 03:00:00+00,15.700000,2.100000,6.600000,0,0,6.600000,40,4087
2021/06/20 04:00:00+00,10.500000,3.400000,5.200000,0.200000,0,4.600000,51.800000,4088
2021/06/20 05:00:00+00,9.800000,3.500000,6.700000,0.300000,0,6.300000,50.400000,4089
2021/06/20 06:00:00+00,8.300000,2.800000,5.500000,0.500000,0.100000,5.600000,53.200000,4090
2021/06/20 07:00:00+00,13.100000,8,4.200000,0.500000,0.300000,4.700000,58,4091
2021/06/20 08:00:00+00,15,6.700000,4.700000,0.400000,0.600000,5.700000,59.500000,4092
2021/06/20 09:00:00+00,13,7,4.900000,0.700000,0.800000,6.100000,66.600000,4093
2021/06/20 10:00:00+00,10.900000,7.900000,5.200000,0.900000,0.700000,6.300000,72.200000,4094
2021/06/20 11:00:00+00,10.700000,5.800000,4.700000,0.900000,0.200000,5.200000,82.200000,4095
2021/06/20 12:00:00+00,12.500000,4.900000,4,0.600000,0.100000,3.900000,88.800000,4096
2021/06/20 13:00:00+00,12.400000,4.300000,3,0.300000,0,2.500000,86.800000,4097
2021/06/20 14:00:00+00,11.900000,3.700000,2.700000,0.600000,0,1.900000,83.900000,4098
2021/06/20 15:00:00+00,9.400000,2.900000,2.800000,0.700000,0,2,83,4099
2021/06/20 16:00:00+00,9,8.700000,2.700000,0.800000,0,1.800000,79.600000,4100
2021/06/20 17:00:00+00,15.500000,7.300000,4.900000,0.200000,0,4.200000,71.700000,4101
2021/06/20 18:00:00+00,15.700000,5.300000,14.200000,0,0.100000,14.300000,57.700000,4102
2021/06/20 19:00:00+00,4.700000,4.300000,13.300000,0,0.100000,13.300000,54,4103
2021/06/20 20:00:00+00,10.700000,4.100000,11.700000,0,0.600000,12.100000,56.300000,4104
2021/06/20 21:00:00+00,7.700000,5.900000,14.200000,0,0,13.700000,51.100000,4105
2021/06/20 22:00:00+00,5,5.800000,15.400000,0,0,14.700000,41.600000,4106
2021/06/20 23:00:00+00,10.500000,4.500000,13.100000,0,0,12.300000,39.200000,4107
2021/06/21 00:00:00+00,7.600000,2.700000,10.100000,0,0,9.300000,37.900000,4108
2021/06/21 01:00:00+00,8.200000,4.100000,10.600000,0,0,10,33.600000,4109
2021/06/21 02:00:00+00,9.900000,7.500000,15.300000,0,0,14.500000,31,4110
2021/06/21 03:00:00+00,6.900000,5.800000,10.100000,0,0,9.200000,43.500000,4111
2021/06/21 04:00:00+00,8,2.700000,14.100000,0,0,13.400000,38.900000,4112
2021/06/21 05:00:00+00,7.600000,2.300000,17.500000,0,0.500000,18.100000,32.200000,4113
2021/06/21 06:00:00+00,11.300000,2.300000,16.900000,0,1.400000,19,32.800000,4114
2021/06/21 07:00:00+00,6.200000,2.800000,16.500000,0.100000,3.300000,21.600000,37,4115
2021/06/21 08:00:00+00,11.700000,4.900000,12.300000,0,3.800000,18.100000,49.100000,4116
2021/06/21 09:00:00+00,17,3.900000,8.800000,0.200000,2.600000,12.900000,55.800000,4117
2021/06/21 10:00:00+00,7.400000,2.200000,7.800000,0.500000,2.100000,10.900000,63.400000,4118
2021/06/21 11:00:00+00,9.400000,0.700000,9.400000,0.500000,2.200000,12.900000,63.600000,4119
2021/06/21 12:00:00+00,15,3.700000,7.900000,0.600000,1.900000,10.800000,71.400000,4120
2021/06/21 13:00:00+00,14,2.500000,8.900000,0.600000,1.300000,10.900000,78,4121
2021/06/21 14:00:00+00,10,0,7.700000,0.500000,1.300000,9.700000,79.800000,4122
2021/06/21 15:00:00+00,6.900000,0,6.200000,0.600000,0.600000,7,85.100000,4123
2021/06/21 16:00:00+00,9,1.400000,8.600000,0.500000,0.600000,9.400000,83.700000,4124
2021/06/21 17:00:00+00,5.700000,4.600000,7.500000,0.700000,0,7.300000,82,4125
2021/06/21 18:00:00+00,17.600000,3.700000,7.700000,0.200000,0,7.400000,81.600000,4126
2021/06/21 19:00:00+00,14.200000,3.200000,11.700000,0.100000,0,11.200000,73.500000,4127
2021/06/21 20:00:00+00,16.800000,5.200000,13.700000,0.100000,0,13,70,4128
2021/06/21 21:00:00+00,7.100000,3.900000,9.100000,0.100000,0,8.600000,73.600000,4129
2021/06/21 22:00:00+00,8.300000,3.900000,14.400000,0,0,13.800000,59,4130
2021/06/21 23:00:00+00,7.500000,3.900000,16.900000,0.100000,0.200000,16.600000,56.300000,4131
2021/06/22 00:00:00+00,8.400000,4.100000,14.300000,0.100000,0,13.700000,58.600000,4132
2021/06/22 01:00:00+00,6.100000,5.100000,13.400000,0.500000,0,12.400000,53.700000,4133
2021/06/22 02:00:00+00,6.700000,4.800000,17.500000,0.500000,0,16.600000,44.900000,4134
2021/06/22 03:00:00+00,10.700000,4.600000,20.700000,0.400000,0,19.800000,34.500000,4135
2021/06/22 04:00:00+00,7.800000,1.300000,28.100000,0.400000,0,27.800000,24.700000,4136
2021/06/22 05:00:00+00,9.100000,3.100000,41.100000,0.700000,5.500000,49.500000,11.800000,4137
2021/06/22 06:00:00+00,30,6.300000,28.700000,0.800000,3.800000,34.600000,24.900000,4138
2021/06/22 07:00:00+00,16.500000,4.200000,25.300000,0.900000,2.500000,29.200000,26.400000,4139
2021/06/22 08:00:00+00,21.700000,5.500000,,0.600000,,,23.900000,4140
2021/06/22 09:00:00+00,21.300000,5,22.800000,0.800000,6.700000,33,26,4141
2021/06/22 10:00:00+00,26.400000,9,16.200000,0.400000,7.700000,27.900000,31.700000,4142
2021/06/22 11:00:00+00,32.700000,9.300000,16.600000,0.200000,2.900000,21.100000,29.100000,4143
2021/06/22 12:00:00+00,10.200000,6.100000,25.700000,0,8.100000,38,23.300000,4144
2021/06/22 13:00:00+00,7.200000,2.700000,25.700000,0.100000,9.100000,39.600000,23.400000,4145
2021/06/22 14:00:00+00,10.700000,3.100000,24,0.200000,6.200000,33.500000,29.400000,4146
2021/06/22 15:00:00+00,9.800000,6.700000,21.100000,0.200000,7.200000,32.100000,34.200000,4147
2021/06/22 16:00:00+00,6.900000,7.200000,23.600000,0.300000,6,32.900000,34.600000,4148
2021/06/22 17:00:00+00,7.100000,8.300000,22.800000,0.300000,4.700000,29.900000,35.200000,4149
2021/06/22 18:00:00+00,13.500000,6.500000,20.500000,0.400000,3.700000,26.200000,37.500000,4150
2021/06/22 19:00:00+00,12.300000,9.400000,18.700000,0.400000,2.700000,22.800000,38.900000,4151
2021/06/22 20:00:00+00,19.800000,15.400000,15.600000,0.800000,0.600000,16.500000,42.600000,4152
2021/06/22 21:00:00+00,22.200000,15.100000,15.500000,0.800000,0.700000,16.600000,40.700000,4153
2021/06/22 22:00:00+00,21,16.700000,14.500000,0.800000,0.500000,15.300000,43.400000,4154
2021/06/22 23:00:00+00,21.800000,16.700000,11,0.700000,0,10.800000,48.100000,4155
2021/06/23 00:00:00+00,23.200000,13.800000,8.400000,0.800000,0,7.700000,51,4156
2021/06/23 01:00:00+00,16.400000,19.400000,7.300000,1.200000,0,6.300000,51.700000,4157
2021/06/23 02:00:00+00,21.200000,15.400000,6.400000,1.300000,0,5.300000,50.300000,4158
2021/06/23 03:00:00+00,23.100000,16.900000,7,1,0,6.300000,48.600000,4159
2021/06/23 04:00:00+00,17.100000,13.900000,8.500000,0.900000,0.200000,8.400000,44.600000,4160
2021/06/23 05:00:00+00,17.800000,11.400000,16,1.100000,1.800000,18.800000,34.400000,4161
2021/06/23 06:00:00+00,20.500000,9.600000,24.200000,1.200000,5.200000,32.100000,25.100000,4162
2021/06/23 07:00:00+00,20.700000,12.100000,28.500000,0.900000,6.900000,39,23.500000,4163
2021/06/23 08:00:00+00,22.900000,8,29.100000,1,7.900000,41.300000,21.200000,4164
2021/06/23 09:00:00+00,27.500000,13.200000,25.100000,0.900000,8.700000,38.400000,23.400000,4165
2021/06/23 10:00:00+00,15.700000,13.800000,22.200000,1,8.300000,35,27.100000,4166
2021/06/23 11:00:00+00,22.100000,13.800000,22.600000,0.900000,8,34.900000,26.700000,4167
2021/06/23 12:00:00+00,18.200000,13.500000,20.700000,1.200000,6.100000,30,30.600000,4168
2021/06/23 13:00:00+00,18.700000,10.900000,20.300000,0.800000,5.700000,29,33.500000,4169
2021/06/23 14:00:00+00,15.300000,10.500000,16.300000,1,3.500000,21.700000,41.300000,4170
2021/06/23 15:00:00+00,22.300000,18.100000,17.600000,0.900000,3.600000,23.200000,41.500000,4171
2021/06/23 16:00:00+00,23.400000,12.900000,21.700000,1.100000,6.200000,31.100000,37.400000,4172
2021/06/23 17:00:00+00,18.400000,16.700000,18.700000,1,5.400000,27,43.500000,4173
2021/06/23 18:00:00+00,19.300000,12.500000,17.100000,1.100000,3.400000,22.200000,44.900000,4174
2021/06/23 19:00:00+00,19.300000,16,19.800000,1.100000,2.500000,23.600000,43.500000,4175
2021/06/23 20:00:00+00,22.300000,14.500000,17.200000,1,0.500000,17.800000,49.900000,4176
2021/06/23 21:00:00+00,27.400000,16.600000,14.700000,1.300000,0.100000,14.700000,53,4177
2021/06/23 22:00:00+00,25.900000,13.500000,16.400000,1.300000,0.500000,17.100000,51.700000,4178
2021/06/23 23:00:00+00,26.500000,14.400000,14.700000,1.100000,0.300000,14.800000,49.700000,4179
2021/06/24 00:00:00+00,25.800000,8.300000,11.700000,1.400000,0.100000,11.100000,51.900000,4180
2021/06/24 01:00:00+00,20.900000,5.600000,11.700000,0.900000,0,10.900000,51.800000,4181
2021/06/24 02:00:00+00,22.800000,8.200000,9.200000,0.700000,0,8.200000,54.400000,4182
2021/06/24 03:00:00+00,19.900000,7.700000,7.600000,1.200000,0,6.700000,54.600000,4183
2021/06/24 04:00:00+00,18.900000,6.700000,8.800000,0.900000,0,8,52.900000,4184
2021/06/24 05:00:00+00,20.600000,6.400000,15.500000,1,0.400000,16.100000,45.100000,4185
2021/06/24 06:00:00+00,22.200000,6.600000,30.800000,1,4.600000,37.900000,29.200000,4186
2021/06/24 07:00:00+00,27.400000,11.200000,32.600000,1,6.400000,42.400000,27.600000,4187
2021/06/24 08:00:00+00,32.600000,12.500000,35.500000,1.300000,8.200000,48.100000,25.600000,4188
2021/06/24 09:00:00+00,30.500000,9.500000,28.900000,1.700000,10.600000,45.200000,35.100000,4189
2021/06/24 10:00:00+00,38.300000,9.700000,26.800000,2.100000,10.700000,43.300000,41.100000,4190
2021/06/24 11:00:00+00,32.100000,9.800000,19.600000,2.100000,5,27.200000,56.200000,4191
2021/06/24 12:00:00+00,26.900000,10.300000,13.200000,2,3.300000,18.200000,73.400000,4192
2021/06/24 13:00:00+00,19,10.700000,13.200000,1.500000,1.600000,15.600000,78.900000,4193
2021/06/24 14:00:00+00,17.200000,7.500000,14.600000,0.900000,1.900000,17.500000,78,4194
2021/06/24 15:00:00+00,25.400000,10.100000,13.400000,1,1.500000,15.700000,81.100000,4195
2021/06/24 16:00:00+00,16.300000,8.300000,15.100000,1.200000,1.800000,18,78.900000,4196
2021/06/24 17:00:00+00,13.600000,4.200000,11.100000,1.400000,1.700000,13.700000,90.500000,4197
2021/06/24 18:00:00+00,11.400000,2.800000,10.900000,1.200000,1.200000,12.700000,91.800000,4198
2021/06/24 19:00:00+00,14.700000,7.300000,13,1.300000,0.500000,13.700000,91.600000,4199
2021/06/24 20:00:00+00,17.900000,7.500000,18.500000,1,0.200000,18.300000,83.300000,4200
2021/06/24 21:00:00+00,18.400000,10.600000,25.100000,1,0.100000,24.700000,71.200000,4201
2021/06/24 22:00:00+00,19.900000,13.800000,30.100000,0.800000,0,29.600000,55.400000,4202
2021/06/24 23:00:00+00,21.500000,15.500000,44.100000,0.800000,1.400000,46.200000,39.100000,4203
2021/06/25 00:00:00+00,18.100000,14.600000,31,0.700000,0.100000,30.500000,46.300000,4204
2021/06/25 01:00:00+00,22,15.900000,30.600000,2,0,30,29.100000,4205
2021/06/25 02:00:00+00,21.200000,13.100000,45.200000,1.900000,0.300000,45.700000,9.900000,4206
2021/06/25 03:00:00+00,24.300000,10,55.600000,1.800000,11.900000,73.800000,1.900000,4207
2021/06/25 04:00:00+00,26.800000,17.900000,61.700000,2.100000,54.800000,145.800000,0.300000,4208
2021/06/25 05:00:00+00,28.700000,19.200000,62.900000,2.200000,68.300000,167.600000,1.200000,4209
2021/06/25 06:00:00+00,30.300000,18.400000,69.500000,2.700000,42.200000,134.100000,4.400000,4210
2021/06/25 07:00:00+00,45,15.300000,59.600000,3.900000,12.500000,78.800000,20.400000,4211
