,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
2019/04/17 10:00:00+00,28.300000,15.500000,28.500000,0,12.500000,47.700000,53.500000,2558
2019/04/17 11:00:00+00,16.500000,7.100000,11.400000,0,2.700000,15.500000,79.400000,2559
2019/04/17 12:00:00+00,15.400000,9.600000,9.100000,0,2.100000,12.400000,80.800000,2560
2019/04/17 13:00:00+00,15.100000,12.100000,10.600000,0,2.500000,14.500000,84.800000,2561
2019/04/17 14:00:00+00,14.200000,7.900000,10.300000,0.100000,2.300000,13.700000,91.900000,2562
2019/04/17 15:00:00+00,12.100000,4.500000,6.800000,0,1.100000,8.600000,95.900000,2563
2019/04/17 16:00:00+00,8.400000,4.800000,5.900000,0.100000,0.800000,7,97.500000,2564
2019/04/17 17:00:00+00,9.100000,4,8.400000,0.200000,1.100000,10,93.300000,2565
2019/04/17 18:00:00+00,12.400000,4.400000,10.800000,0,0.400000,11.500000,92.400000,2566
2019/04/17 19:00:00+00,9.200000,7.400000,16.700000,0.500000,0.200000,17,85.100000,2567
2019/04/17 20:00:00+00,11,10.300000,22.700000,0.100000,0.100000,22.900000,76.200000,2568
2019/04/17 21:00:00+00,13.600000,6.900000,24.900000,0.100000,0.300000,25.300000,67.900000,2569
2019/04/17 22:00:00+00,10.900000,7.100000,26.400000,0.200000,0.300000,27,61.300000,2570
2019/04/17 23:00:00+00,10.500000,8.200000,25.300000,0,0.400000,25.800000,57.300000,2571
2019/04/18 00:00:00+00,9.900000,9.400000,22.700000,0.200000,0.300000,23.300000,54.600000,2572
2019/04/18 01:00:00+00,9.400000,7.400000,21.700000,0,0.400000,22.400000,52.900000,2573
2019/04/18 02:00:00+00,12.100000,9.200000,20.300000,0,0.200000,20.500000,48.800000,2574
2019/04/18 03:00:00+00,14.300000,13.400000,20.900000,0,0.600000,21.700000,45,2575
2019/04/18 04:00:00+00,10.700000,7.500000,29.400000,0,1.600000,31.800000,36.500000,2576
2019/04/18 05:00:00+00,12,10.200000,40.600000,0,3.100000,45.400000,27.400000,2577
2019/04/18 06:00:00+00,19.500000,8.300000,51.700000,0,9.100000,65.700000,15.700000,2578
2019/04/18 07:00:00+00,21.900000,8.100000,56,0,22.800000,91,18,2579
2019/04/18 08:00:00+00,37,13.600000,40.100000,0,13.900000,61.400000,34.900000,2580
2019/04/18 09:00:00+00,30.200000,12.200000,23.700000,0.200000,6.600000,33.900000,56.800000,2581
2019/04/18 10:00:00+00,23,10.100000,18.800000,0,4.800000,26.200000,65.700000,2582
2019/04/18 11:00:00+00,25.100000,8.500000,13.800000,0,2.900000,18.300000,82.500000,2583
2019/04/18 12:00:00+00,22,10.500000,8.800000,0.400000,1.300000,10.800000,106.100000,2584
2019/04/18 13:00:00+00,21.800000,7.800000,9.700000,0.100000,1.400000,11.800000,111,2585
2019/04/18 14:00:00+00,24,12.400000,9.100000,0,1,10.500000,118.200000,2586
2019/04/18 15:00:00+00,18.700000,11,8.300000,0.100000,0.800000,9.500000,121.100000,2587
2019/04/18 16:00:00+00,17.200000,10.200000,8.500000,0.100000,0.500000,9.200000,121.300000,2588
2019/04/18 17:00:00+00,22.100000,8.500000,12.200000,0.200000,0.600000,13.100000,120,2589
2019/04/18 18:00:00+00,16.400000,15,13.700000,0.900000,0.400000,14.400000,118.700000,2590
2019/04/18 19:00:00+00,18.400000,8.600000,12.100000,1,0.200000,12.500000,115.700000,2591
2019/04/18 20:00:00+00,20.200000,14.600000,27.700000,1.600000,0.200000,28,89.100000,2592
2019/04/18 21:00:00+00,,12.500000,55.200000,1.300000,0.500000,56,65.300000,2593
2019/04/18 22:00:00+00,14.100000,13.900000,38.300000,1.200000,0.800000,39.600000,79.200000,2594
2019/04/18 23:00:00+00,16.600000,10.700000,30.200000,1.300000,0.600000,31,81.800000,2595
2019/04/19 00:00:00+00,16.600000,12.100000,24.600000,1.100000,0.200000,24.900000,79.900000,2596
2019/04/19 01:00:00+00,13.800000,10.100000,17.300000,0,0.200000,17.500000,83,2597
2019/04/19 02:00:00+00,14.500000,12.100000,20.100000,0,0.400000,20.700000,77.500000,2598
2019/04/19 03:00:00+00,15.600000,14.600000,17.700000,0,0.500000,18.400000,79.600000,2599
2019/04/19 04:00:00+00,16.900000,14.800000,27.300000,0,0.800000,28.500000,64.600000,2600
2019/04/19 05:00:00+00,19.400000,16.600000,65.700000,0,3.700000,71.400000,31.400000,2601
2019/04/19 06:00:00+00,34.200000,18.700000,97.700000,0.100000,25.600000,136.900000,12.800000,2602
2019/04/19 07:00:00+00,33.700000,15,71.500000,0.100000,16.900000,97.300000,29.900000,2603
2019/04/19 08:00:00+00,42,11.600000,57.600000,0,15.600000,81.700000,41.100000,2604
2019/04/19 09:00:00+00,39.500000,14.900000,53.900000,0,18.100000,81.600000,49.200000,2605
2019/04/19 10:00:00+00,32,16.300000,39.900000,0,10.300000,55.700000,67.200000,2606
2019/04/19 11:00:00+00,31.900000,11.600000,32.700000,0,7.600000,44.300000,81.900000,2607
2019/04/19 12:00:00+00,32.100000,14.100000,29.100000,0,6.400000,38.900000,89.700000,2608
2019/04/19 13:00:00+00,29.300000,10.300000,24,0.100000,4.500000,31,102.500000,2609
2019/04/19 14:00:00+00,27.100000,10.300000,19,0,2.700000,23.100000,118.700000,2610
2019/04/19 15:00:00+00,28.800000,9,15.800000,0,1.900000,18.800000,128.900000,2611
2019/04/19 16:00:00+00,18.100000,10.500000,18.200000,0.100000,1.700000,20.700000,128.400000,2612
2019/04/19 17:00:00+00,20.800000,10.700000,17.900000,0,1.300000,19.800000,128.400000,2613
2019/04/19 18:00:00+00,15.900000,8.800000,23.900000,0,1,25.400000,120.300000,2614
2019/04/19 19:00:00+00,39.400000,11.900000,39.200000,0,0.800000,40.500000,96.800000,2615
2019/04/19 20:00:00+00,31.300000,19.400000,82.400000,0,2.600000,86.400000,52.800000,2616
2019/04/19 21:00:00+00,28,14.500000,74.400000,0,1.400000,76.500000,57.500000,2617
2019/04/19 22:00:00+00,32.100000,19.700000,97.200000,0,2.900000,101.600000,37.800000,2618
2019/04/19 23:00:00+00,30.100000,12,76.700000,0.500000,1.600000,79.100000,56.200000,2619
2019/04/20 00:00:00+00,22.400000,10.700000,25.700000,0,0.100000,25.800000,95.500000,2620
2019/04/20 01:00:00+00,17,8.300000,10.400000,0.100000,0,10.500000,118.700000,2621
2019/04/20 02:00:00+00,10.600000,8.600000,10.800000,0.300000,0,10.800000,119.300000,2622
2019/04/20 03:00:00+00,12.300000,10.800000,20.900000,0.100000,0.500000,21.600000,96.500000,2623
2019/04/20 04:00:00+00,14.800000,12.500000,39.500000,0.200000,0.900000,41,74.500000,2624
2019/04/20 05:00:00+00,14.900000,14.100000,44.400000,0.100000,0.800000,45.600000,71.700000,2625
2019/04/20 06:00:00+00,16.500000,10.900000,45.600000,0.800000,1.800000,48.300000,77.800000,2626
2019/04/20 07:00:00+00,10.400000,8.300000,41.200000,1,3.500000,46.700000,82.900000,2627
2019/04/20 08:00:00+00,21.300000,9,40.900000,0.600000,6.800000,51.300000,82.300000,2628
2019/04/20 09:00:00+00,22.700000,9.100000,43.700000,1.100000,7.800000,55.600000,79.900000,2629
2019/04/20 10:00:00+00,20.400000,10.500000,32,1.300000,5.800000,41,93.600000,2630
2019/04/20 11:00:00+00,21.700000,10.800000,22.400000,1.300000,4.300000,29,105.300000,2631
2019/04/20 12:00:00+00,22.900000,8.300000,11.300000,1.400000,1.400000,13.500000,126.200000,2632
2019/04/20 13:00:00+00,22.300000,5.800000,9.300000,2,1.200000,11.100000,133,2633
2019/04/20 14:00:00+00,14.200000,7.600000,10.800000,1.700000,1.400000,13,134.400000,2634
2019/04/20 15:00:00+00,10.300000,6.500000,10.600000,1.600000,1.300000,12.700000,136.200000,2635
2019/04/20 16:00:00+00,17.300000,6,9.500000,1.600000,1,10.900000,135.700000,2636
2019/04/20 17:00:00+00,15.100000,8,12.300000,1.200000,1,13.900000,131.900000,2637
2019/04/20 18:00:00+00,16.800000,8.100000,13.800000,1,0.700000,15,128.100000,2638
2019/04/20 19:00:00+00,25.900000,10.900000,24,1.600000,0.800000,25.200000,111.200000,2639
2019/04/20 20:00:00+00,24.900000,9.300000,32.800000,2.100000,0.900000,34.200000,96.500000,2640
2019/04/20 21:00:00+00,22,11,50.200000,1,0.500000,50.900000,76.500000,2641
2019/04/20 22:00:00+00,23.300000,17.100000,64.900000,1.300000,0.800000,66.200000,65.500000,2642
2019/04/20 23:00:00+00,25,13.800000,43,1.500000,0.800000,44.200000,87.200000,2643
2019/04/21 00:00:00+00,25.400000,13.400000,29.300000,1.100000,0.300000,29.800000,91.300000,2644
2019/04/21 01:00:00+00,25.800000,13.700000,41.700000,1.900000,1.100000,43.400000,75.300000,2645
2019/04/21 02:00:00+00,21.700000,14.900000,37.100000,1.700000,0.700000,38.200000,74,2646
2019/04/21 03:00:00+00,24.500000,14.100000,28.500000,1.500000,0.700000,29.700000,72.600000,2647
2019/04/21 04:00:00+00,22.400000,19.300000,29.800000,1.500000,1.100000,31.500000,69.500000,2648
2019/04/21 05:00:00+00,29.600000,15.400000,32.900000,1.800000,1.900000,35.700000,68.900000,2649
2019/04/21 06:00:00+00,27.300000,20.600000,39.700000,1.900000,2.600000,43.600000,58.800000,2650
2019/04/21 07:00:00+00,26.100000,19,34.600000,1.900000,3.800000,40.400000,70.800000,2651
2019/04/21 08:00:00+00,25.300000,15.900000,29.500000,2.200000,4.100000,35.900000,79.600000,2652
2019/04/21 09:00:00+00,19.100000,16.500000,21.400000,1.800000,2.900000,25.900000,90.400000,2653
2019/04/21 10:00:00+00,23.300000,10.800000,17.100000,1.900000,2.200000,20.500000,95,2654
2019/04/21 11:00:00+00,25,8.600000,19,1.600000,2.800000,23.400000,99.900000,2655
2019/04/21 12:00:00+00,33.100000,10.600000,14.900000,1.700000,1.800000,17.700000,119.300000,2656
2019/04/21 13:00:00+00,19.100000,10,8.200000,1.400000,0.800000,9.500000,129.800000,2657
2019/04/21 14:00:00+00,21.300000,6.500000,7.600000,1.800000,0.600000,8.500000,133.100000,2658
2019/04/21 15:00:00+00,16.900000,9,6.700000,1.300000,0.400000,7.300000,134.100000,2659
2019/04/21 16:00:00+00,16.100000,7.900000,6.800000,1.500000,0.800000,8,129.400000,2660
2019/04/21 17:00:00+00,14.600000,7.900000,7.100000,1.200000,0.300000,7.600000,128,2661
2019/04/21 18:00:00+00,21.800000,17.200000,10.300000,0.500000,0.300000,10.700000,124,2662
2019/04/21 19:00:00+00,31.400000,18.700000,20.600000,0.700000,0.300000,21,106.600000,2663
2019/04/21 20:00:00+00,38.400000,21.900000,80,0.200000,4.600000,87,44.800000,2664
2019/04/21 21:00:00+00,55.500000,27.500000,118,0.400000,18.900000,147.100000,5.100000,2665
2019/04/21 22:00:00+00,41.200000,33.300000,108.500000,0.300000,31,156,3.700000,2666
2019/04/21 23:00:00+00,37.400000,28.800000,110.600000,0.600000,34.500000,163.600000,3,2667
2019/04/22 00:00:00+00,39.400000,25.700000,110.700000,0.600000,46.600000,182,2.600000,2668
2019/04/22 01:00:00+00,33.400000,23.600000,97.200000,0,24,134,3.600000,2669
2019/04/22 02:00:00+00,32.900000,24.800000,77.800000,0.100000,4.600000,84.900000,15.400000,2670
2019/04/22 03:00:00+00,27.100000,16.800000,68.500000,0,0.900000,70,21.100000,2671
2019/04/22 04:00:00+00,26.600000,17.800000,51.500000,0,0.600000,52.400000,32.100000,2672
2019/04/22 05:00:00+00,21.700000,15.200000,41.200000,0,0.900000,42.600000,33.900000,2673
2019/04/22 06:00:00+00,26.100000,15.400000,54,0,10.300000,69.900000,14.500000,2674
2019/04/22 07:00:00+00,22.900000,19.700000,45.800000,0.100000,10.300000,61.600000,31.400000,2675
2019/04/22 08:00:00+00,23.900000,13.600000,31.600000,0,6.400000,41.500000,54,2676
2019/04/22 09:00:00+00,22.200000,14.900000,32.300000,0.200000,6.300000,41.900000,60.200000,2677
2019/04/22 10:00:00+00,27.900000,12.700000,36.700000,0.300000,9.300000,50.900000,65.800000,2678
2019/04/22 11:00:00+00,19.500000,15.100000,22.600000,0.400000,4.500000,29.500000,97.200000,2679
2019/04/22 12:00:00+00,16.800000,6.800000,16.300000,1.500000,2,19.200000,112.300000,2680
2019/04/22 13:00:00+00,20.200000,10.200000,12.400000,2.400000,1.100000,14.100000,121.900000,2681
2019/04/22 14:00:00+00,17,11.200000,12,1.400000,1.100000,13.600000,123.300000,2682
2019/04/22 15:00:00+00,18.100000,7.600000,12.200000,1.300000,0.900000,13.600000,123.500000,2683
2019/04/22 16:00:00+00,21.100000,8,12.600000,1.200000,1.300000,14.500000,123.800000,2684
2019/04/22 17:00:00+00,21.400000,7.500000,13.500000,0.700000,1.300000,15.500000,120.600000,2685
2019/04/22 18:00:00+00,25.200000,10.800000,11.500000,0.700000,0.300000,12,114.400000,2686
2019/04/22 19:00:00+00,21.400000,9.800000,19.100000,0.900000,0.300000,19.600000,106.200000,2687
2019/04/22 20:00:00+00,23.600000,14.600000,43.400000,0.900000,0.500000,44.200000,73.600000,2688
2019/04/22 21:00:00+00,23,15.900000,54.300000,0.800000,1.100000,55.900000,61.800000,2689
2019/04/22 22:00:00+00,25.800000,13.400000,52,1.100000,0.400000,52.700000,58.400000,2690
2019/04/22 23:00:00+00,19.100000,14.500000,38.800000,1.100000,0.600000,39.700000,76.100000,2691
2019/04/23 00:00:00+00,13.600000,11.100000,27.800000,1.700000,0.200000,28.300000,87.600000,2692
2019/04/23 01:00:00+00,16.700000,13.300000,27.300000,0.200000,0.200000,27.700000,79.700000,2693
2019/04/23 02:00:00+00,16.300000,11.300000,30.500000,0.100000,0.400000,31.200000,68.100000,2694
2019/04/23 03:00:00+00,22.500000,10.600000,31.400000,0,0.300000,31.900000,61.300000,2695
2019/04/23 04:00:00+00,21.300000,14.200000,57.700000,0,2.700000,61.800000,31.800000,2696
2019/04/23 05:00:00+00,28.100000,14.700000,60,0,1.400000,62.100000,34.400000,2697
2019/04/23 06:00:00+00,30.500000,15.500000,91.400000,0.300000,16.700000,117,17,2698
2019/04/23 07:00:00+00,26.100000,16.300000,72.500000,0.600000,7,83.100000,27.700000,2699
2019/04/23 08:00:00+00,36.500000,13.900000,68.200000,0.700000,10.600000,84.400000,29,2700
2019/04/23 09:00:00+00,34.300000,15,56.800000,1.300000,11.300000,74.200000,39.600000,2701
2019/04/23 10:00:00+00,39.500000,11.100000,52.600000,1.300000,13,72.600000,48.800000,2702
2019/04/23 11:00:00+00,40.100000,15.700000,40.500000,0.300000,7.300000,51.700000,65,2703
2019/04/23 12:00:00+00,43.900000,11.900000,55.800000,0.900000,8.600000,68.800000,54.600000,2704
2019/04/23 13:00:00+00,41.900000,13.200000,60,1.600000,11.200000,77.100000,51.700000,2705
2019/04/23 14:00:00+00,49.100000,16.200000,57.100000,1.400000,10,72.300000,58,2706
2019/04/23 15:00:00+00,46.200000,14.200000,55.800000,0.300000,9.100000,69.800000,55.600000,2707
2019/04/23 16:00:00+00,34,13.900000,29.400000,0,3,34,73.300000,2708
2019/04/23 17:00:00+00,35.400000,13.400000,23.800000,0,2.700000,28,70.100000,2709
2019/04/23 18:00:00+00,32.100000,13.800000,19,0,1.900000,22,71.200000,2710
2019/04/23 19:00:00+00,31.100000,15.500000,22.400000,0,0.600000,23.300000,61.900000,2711
2019/04/23 20:00:00+00,35,17.500000,29.800000,0,0.300000,30.300000,53,2712
2019/04/23 21:00:00+00,32.600000,14.600000,35.300000,0,0.500000,35.900000,46.900000,2713
2019/04/23 22:00:00+00,37.900000,17.200000,42.500000,0,0.500000,43.200000,35.600000,2714
2019/04/23 23:00:00+00,37,14.600000,42,0.200000,0.500000,42.700000,33.100000,2715
2019/04/24 00:00:00+00,31.800000,14.600000,32.800000,0,0.500000,33.400000,43.500000,2716
2019/04/24 01:00:00+00,30.700000,15.200000,25.300000,0,0.300000,25.800000,49.300000,2717
2019/04/24 02:00:00+00,27.400000,17.300000,12.800000,0,0.100000,12.900000,57.900000,2718
2019/04/24 03:00:00+00,27,14.400000,13.700000,0.100000,0.200000,14,53.400000,2719
2019/04/24 04:00:00+00,22.500000,14.200000,22.700000,0.100000,0.500000,23.500000,44.800000,2720
2019/04/24 05:00:00+00,17.600000,12.100000,26.300000,0.100000,0.700000,27.300000,44.800000,2721
2019/04/24 06:00:00+00,12.800000,9.700000,35.900000,0,2.100000,39.100000,38.700000,2722
2019/04/24 07:00:00+00,18.100000,6.100000,26.900000,0.200000,3.100000,31.800000,52.900000,2723
2019/04/24 08:00:00+00,79.800000,4,13.400000,0.200000,2,16.500000,70.700000,2724
2019/04/24 09:00:00+00,40.900000,3.400000,11.700000,0.300000,1.900000,14.600000,75.600000,2725
2019/04/24 10:00:00+00,27.600000,3.900000,10,0.500000,2.100000,13.400000,85.700000,2726
2019/04/24 11:00:00+00,18.700000,3.800000,9.100000,0.600000,1.500000,11.500000,91.600000,2727
2019/04/24 12:00:00+00,12,2.200000,11.800000,0.900000,1.800000,14.500000,91,2728
2019/04/24 13:00:00+00,18.800000,2.600000,13.300000,0.500000,1.500000,15.600000,89.500000,2729
2019/04/24 14:00:00+00,14.500000,4.900000,10,0.500000,2.100000,13.300000,92.300000,2730
2019/04/24 15:00:00+00,9.900000,5.600000,12.100000,1,1,13.700000,91.700000,2731
2019/04/24 16:00:00+00,11.700000,3.200000,16.700000,0.500000,1.400000,18.900000,81.400000,2732
2019/04/24 17:00:00+00,9.700000,2.600000,16.400000,0.600000,2.400000,20,82.600000,2733
2019/04/24 18:00:00+00,8.200000,3.700000,14.800000,1,1.600000,17.100000,82.600000,2734
2019/04/24 19:00:00+00,8.700000,5.100000,26.200000,1.100000,1.100000,27.900000,66.700000,2735
2019/04/24 20:00:00+00,8.900000,4,31.200000,0.600000,0.600000,32.200000,55.100000,2736
2019/04/24 21:00:00+00,7.800000,3.800000,27,0.900000,0.200000,27.400000,57.400000,2737
2019/04/24 22:00:00+00,6.800000,6.600000,23.600000,0.200000,0.600000,24.600000,53.500000,2738
2019/04/24 23:00:00+00,8.700000,6.900000,21.200000,0.200000,0.200000,21.500000,46.600000,2739
2019/04/25 00:00:00+00,8.400000,5.500000,16.600000,0.400000,0.200000,17,50,2740
2019/04/25 01:00:00+00,7.900000,5,10.900000,0,0.100000,11,52.200000,2741
2019/04/25 02:00:00+00,9.500000,4.600000,11.500000,0.200000,0.200000,11.800000,59.100000,2742
2019/04/25 03:00:00+00,8,3.300000,9.200000,0,0.100000,9.400000,62.800000,2743
2019/04/25 04:00:00+00,11.300000,4.600000,11.300000,0.200000,0.400000,11.900000,63.600000,2744
2019/04/25 05:00:00+00,8.300000,7.400000,17.700000,0.200000,0.300000,18.300000,61.900000,2745
2019/04/25 06:00:00+00,8.300000,4.600000,17.500000,0.400000,0.700000,18.700000,64.100000,2746
2019/04/25 07:00:00+00,16.400000,9.100000,24.100000,0.500000,2.200000,27.500000,55.100000,2747
2019/04/25 08:00:00+00,7,5.200000,27.200000,0.700000,2.600000,31.200000,66.500000,2748
2019/04/25 09:00:00+00,12.700000,0.300000,27.100000,0.800000,2.900000,31.500000,66.200000,2749
2019/04/25 10:00:00+00,10.500000,1.500000,26.500000,0.400000,4.600000,33.600000,60.900000,2750
2019/04/25 11:00:00+00,7.800000,2.100000,21.900000,0.700000,2.300000,25.400000,67.500000,2751
2019/04/25 12:00:00+00,9.900000,3.400000,15.800000,0.800000,1.700000,18.400000,75.100000,2752
2019/04/25 13:00:00+00,11.700000,2.400000,14.200000,0.700000,2.900000,18.600000,75.100000,2753
2019/04/25 14:00:00+00,11.800000,5.800000,10.800000,0.500000,2.300000,14.300000,79.900000,2754
2019/04/25 15:00:00+00,14.900000,5,9.200000,0.600000,1.700000,11.800000,82.900000,2755
2019/04/25 16:00:00+00,13.400000,4,10.700000,1,1.600000,13.100000,83.900000,2756
2019/04/25 17:00:00+00,13.700000,2.800000,11.900000,1.100000,2.700000,16.100000,84.100000,2757
2019/04/25 18:00:00+00,9,2.200000,15.200000,1.200000,0.700000,16.400000,79.200000,2758
2019/04/25 19:00:00+00,10.700000,8,28.700000,0.700000,0.800000,29.800000,63.400000,2759
2019/04/25 20:00:00+00,11.700000,7.100000,23.600000,0.300000,0.200000,23.900000,61.800000,2760
2019/04/25 21:00:00+00,8.100000,5.600000,18.200000,0.400000,0.100000,18.300000,63.700000,2761
2019/04/25 22:00:00+00,7.500000,4.600000,14.600000,0.500000,0.300000,15.100000,67,2762
2019/04/25 23:00:00+00,4.400000,,13.700000,0.900000,0.300000,14.200000,61.700000,2763
2019/04/26 00:00:00+00,6.300000,6.200000,14.500000,0.700000,0.300000,15,54.800000,2764
2019/04/26 01:00:00+00,9.400000,6.800000,16.700000,0.400000,0.200000,17.100000,49.300000,2765
2019/04/26 02:00:00+00,7.500000,7.400000,18.200000,0.500000,0.400000,18.800000,39.800000,2766
2019/04/26 03:00:00+00,12.800000,6.500000,25.900000,0.300000,0.800000,27.200000,29.600000,2767
2019/04/26 04:00:00+00,12.600000,7.400000,49.300000,0.300000,11.800000,67.300000,7.200000,2768
2019/04/26 05:00:00+00,9.500000,7.600000,59.800000,0.500000,37.800000,117.700000,1.900000,2769
2019/04/26 06:00:00+00,15.100000,7,51.600000,0.600000,34.300000,104.200000,6.900000,2770
2019/04/26 07:00:00+00,12.700000,7.700000,39.900000,0.400000,24.600000,77.400000,18.700000,2771
2019/04/26 08:00:00+00,21.500000,6.900000,23.900000,0.100000,10.800000,40.500000,39.700000,2772
2019/04/26 09:00:00+00,17.800000,4.700000,17.800000,0.300000,7.200000,29,48.500000,2773
2019/04/26 10:00:00+00,17.600000,3.800000,14.800000,0.300000,6.200000,24.300000,55.500000,2774
2019/04/26 11:00:00+00,9,3.500000,11.600000,0.300000,3.400000,16.600000,66.600000,2775
2019/04/26 12:00:00+00,16.900000,4.900000,10.800000,0.100000,2.600000,14.800000,71.700000,2776
2019/04/26 13:00:00+00,14.800000,6.200000,9.100000,0.300000,2.900000,13.500000,80.900000,2777
2019/04/26 14:00:00+00,10.900000,3.200000,11.400000,0.200000,3,16,82.700000,2778
2019/04/26 15:00:00+00,7.900000,0,8.400000,0,2.200000,11.800000,85.100000,2779
2019/04/26 16:00:00+00,7.400000,1.200000,10.500000,0.100000,2,13.600000,83.700000,2780
2019/04/26 17:00:00+00,7,2.300000,12.100000,0.200000,2.100000,15.300000,81.600000,2781
2019/04/26 18:00:00+00,7.600000,4.400000,14.700000,0.400000,2,17.900000,76.500000,2782
2019/04/26 19:00:00+00,7.900000,,20.100000,0.200000,1.600000,22.600000,69.500000,2783
2019/04/26 20:00:00+00,9,7.600000,26.400000,0.400000,0.600000,27.300000,60.800000,2784
2019/04/26 21:00:00+00,12.800000,8.600000,32.500000,0.200000,0.600000,33.500000,55.100000,2785
2019/04/26 22:00:00+00,11,5,17.100000,0.100000,0.600000,18.100000,64.200000,2786
2019/04/26 23:00:00+00,7.100000,4.300000,10,0,0.400000,10.600000,65.900000,2787
2019/04/27 00:00:00+00,8.200000,5.400000,7.400000,0.200000,0.800000,8.700000,71.500000,2788
2019/04/27 01:00:00+00,12.400000,4.300000,6.300000,1.200000,0.200000,6.600000,74.100000,2789
2019/04/27 02:00:00+00,12.600000,3,8.600000,1.200000,0.100000,8.800000,72.400000,2790
2019/04/27 03:00:00+00,10.700000,4.600000,7.600000,0.900000,0.200000,7.900000,76.600000,2791
2019/04/27 04:00:00+00,10.100000,4.100000,9.500000,1.100000,0.300000,10,71.300000,2792
2019/04/27 05:00:00+00,7.900000,3.200000,13.100000,0.500000,0.400000,13.800000,61.200000,2793
2019/04/27 06:00:00+00,13,5.600000,15.600000,1.300000,1.700000,18.300000,76.600000,2794
2019/04/27 07:00:00+00,19.200000,5,11.900000,1.600000,1.800000,14.600000,78.700000,2795
2019/04/27 08:00:00+00,13.700000,4.100000,9,1.700000,2.400000,12.700000,77.300000,2796
2019/04/27 09:00:00+00,44.300000,8.300000,7.300000,1.600000,2.700000,11.400000,78,2797
2019/04/27 10:00:00+00,28.200000,10,6.700000,1.800000,2.700000,11,79.400000,2798
2019/04/27 11:00:00+00,33.100000,6.900000,7.300000,1.600000,2.700000,11.300000,82.600000,2799
2019/04/27 12:00:00+00,33.300000,7.900000,5.200000,1.600000,2,8.300000,83.200000,2800
2019/04/27 13:00:00+00,30.900000,4.500000,7.700000,0.900000,2.800000,12,79.600000,2801
2019/04/27 14:00:00+00,24.800000,2.800000,7,1.100000,2.500000,10.900000,83.700000,2802
2019/04/27 15:00:00+00,25.900000,3.900000,6.600000,1.300000,2.500000,10.400000,86.800000,2803
2019/04/27 16:00:00+00,14,4.800000,7.400000,1.200000,1.500000,9.800000,85.300000,2804
2019/04/27 17:00:00+00,13.800000,5,9.700000,0.900000,1.900000,12.600000,81.200000,2805
2019/04/27 18:00:00+00,9.700000,5.600000,13.400000,1.100000,2.200000,16.800000,73.900000,2806
2019/04/27 19:00:00+00,8.600000,4.200000,12.200000,0.900000,1.500000,14.400000,76.800000,2807
2019/04/27 20:00:00+00,9.600000,3.100000,12.300000,1.200000,0.700000,13.400000,73,2808
2019/04/27 21:00:00+00,12.400000,3.800000,11.300000,1.500000,0.600000,12.300000,78.400000,2809
2019/04/27 22:00:00+00,8.700000,5.600000,10.400000,1.300000,1.100000,12,79.700000,2810
2019/04/27 23:00:00+00,11.800000,6.800000,11.100000,1.300000,0.700000,12.300000,77.200000,2811
2019/04/28 00:00:00+00,13.800000,7.800000,8.600000,1.300000,0.600000,9.500000,78.700000,2812
2019/04/28 01:00:00+00,12.400000,6.900000,8.700000,0,0.300000,9.400000,74.400000,2813
2019/04/28 02:00:00+00,9.400000,5.400000,6,0,0.200000,6.300000,75.600000,2814
2019/04/28 03:00:00+00,11.800000,5.400000,6.800000,0,0.500000,7.400000,69.800000,2815
2019/04/28 04:00:00+00,10.700000,5.800000,8.100000,0,0.200000,8.400000,66.900000,2816
2019/04/28 05:00:00+00,10.300000,5.600000,8,0,0.500000,8.900000,66.900000,2817
2019/04/28 06:00:00+00,13.800000,6.600000,9.500000,0,0.600000,10.500000,63.800000,2818
2019/04/28 07:00:00+00,16.900000,5,12.200000,0,1.500000,14.600000,60.100000,2819
2019/04/28 08:00:00+00,15.600000,9.200000,10.300000,0,1.700000,12.700000,62.600000,2820
2019/04/28 09:00:00+00,18,7.900000,8.200000,0,2.100000,11.500000,69.400000,2821
2019/04/28 10:00:00+00,14.800000,8.200000,9.400000,0,2.300000,12.900000,73.300000,2822
2019/04/28 11:00:00+00,14.700000,10,10.400000,0,2.300000,14,72.100000,2823
2019/04/28 12:00:00+00,15.900000,8.200000,11.700000,0,2.100000,14.900000,72.600000,2824
2019/04/28 13:00:00+00,10.600000,6.300000,10.100000,0,2,13.200000,71.900000,2825
2019/04/28 14:00:00+00,8.200000,7.400000,12,0,2.600000,15.900000,68.300000,2826
2019/04/28 15:00:00+00,9.600000,7.900000,10.100000,0,2.500000,13.900000,70.300000,2827
2019/04/28 16:00:00+00,29.500000,7.400000,10.900000,0,2.500000,14.800000,72.300000,2828
2019/04/28 17:00:00+00,21.100000,7.900000,12.100000,0,2.500000,16,74.900000,2829
2019/04/28 18:00:00+00,14.500000,9.800000,22,0,4.100000,28.200000,65.400000,2830
2019/04/28 19:00:00+00,18,10.700000,21.700000,0,2.600000,25.700000,62.100000,2831
2019/04/28 20:00:00+00,14.900000,11.100000,31,0,2.400000,34.700000,47.600000,2832
2019/04/28 21:00:00+00,20,11,37,0,3.600000,42.500000,41.600000,2833
2019/04/28 22:00:00+00,16.800000,8.600000,26.200000,0,1.300000,28.100000,54.900000,2834
2019/04/28 23:00:00+00,17.200000,10.400000,33.500000,0,2,36.500000,41.800000,2835
